cond,n_rt,rho_pearson,rho_spearman,tau_kendall,bin_var_slope,qreg_slope_diff,corr_winit_h,skew_high_low_diff,hill_alpha_dG,n_rt_first_half,rho_pearson_first_half,rho_spearman_first_half,tau_kendall_first_half,bin_var_slope_first_half,qreg_slope_diff_first_half,n_rt_second_half,rho_pearson_second_half,rho_spearman_second_half,tau_kendall_second_half,bin_var_slope_second_half,qreg_slope_diff_second_half
C0u,1041712,0.3534540324940854,0.19437798534846262,0.1561026227272078,-0.20329670329670327,0.5833314122250048,-0.0006047862507781022,-0.13425603300301192,1.9196183650313774,520856,0.3566979338912701,0.19823112946267998,0.15937207195310324,-0.12637362637362637,0.5964888639992934,520856,0.35018952205933607,0.19052096097308607,0.1528277371971137,-0.34965034965034975,0.5833303565843817
C0p,1049903,0.34712915833025415,0.19234048827095768,0.1544576255080029,-0.23076923076923078,0.5964885520785128,-0.0026545087800846773,-0.09626190270909904,1.9650358548725293,524951,0.3396001057365824,0.1855979604666951,0.14884657883509536,-0.48571428571428577,0.5833310424332884,524952,0.3545336798526287,0.19909843839407393,0.16007959464654897,-0.21978021978021978,0.6060598667833212
