b_phi_iqr,b_phi_sd,b_dW_iqr,b_dW_sd,a_zero,M_iqr_phi,M_iqr_dW,n_bins,n_rt,cond,seed
0.09323776839941493,0.23812138238167652,-0.06811047654762123,-0.007273110718330903,0.33358814360308886,0.5967237190498991,0.1284457725980754,11,5465,C2,1083
0.11919329776495745,0.20653940305989105,-0.12008125828345871,-0.08368724375823454,-0.3614735268714746,0.42023031949290335,0.17629260766721871,10,3823,C2,1084
0.18751414953276754,0.2612365601239562,-0.033084976508870045,0.2002215119572444,0.12835173709777747,0.7917546385701352,0.023952525238265177,8,4571,C2,1085
0.028682621675089393,0.12145182624859398,-0.18356551309062277,0.07555906506707145,-0.14304448598423383,0.4670993664969138,-0.3161108827136336,10,3457,C2,1086
0.1410421262149737,0.23208082377109862,0.09634921457039165,0.5429295349103729,0.1615711334708397,0.6400431019968835,0.2121212121212121,10,4460,C2,1087
0.32812848684638346,0.31367405401751636,-0.10517108626784712,0.3614894684852742,0.3530916658731438,0.9309493362512627,0.3039527718400323,10,2510,C2,1088
0.10880226417204578,0.3049626797291855,0.10601430953944212,0.42960614985659656,0.2736405929212512,0.785068999090738,0.43333333333333335,9,7418,C2,1089
0.06586172361906778,0.27080425838380423,0.05716106417114522,0.2362528901387138,0.05702749441659616,0.5468509995535186,0.13981827504641486,10,4263,C2,1090
0.08016780952480361,0.2504614437220113,-0.03689457264066907,0.24452840881841303,0.20074220687248698,0.6546536707079772,0.04761904761904763,8,3669,C2,1091
-0.11956487953953476,0.1290424557556366,-0.06091150331826666,0.07417157345617349,-0.19000799877378174,-0.02282177322938192,-0.05085476277156078,9,5286,C2,1092
0.1339819981466836,0.23381200249660816,0.07349251766395182,0.21584815069905122,0.21892111628480618,0.614509867799027,0.2727272727272727,10,5289,C2,1093
0.04841685831081162,0.21737666498369412,0.059646211815252446,0.39635093710400443,-0.014300557075783225,0.4336136913582565,0.06666666666666667,9,4376,C2,1094
0.18018310131534884,0.3036454133973491,-0.07893776732899671,0.11669376607555072,0.1997679692060366,0.7277319633250103,-0.024316221747202584,10,4403,C2,1095
0.18316712631027332,0.2177046276129814,0.11525475661518257,0.3529602005153747,0.07721883896541343,0.659256524138491,0.20000000000000004,11,3219,C2,1096
0.035743612833382926,0.18333643257138268,0.007956208830440039,0.3655634733434363,-0.027328612551845984,0.5449492609130662,0.16565664216775916,10,5068,C2,1097
0.19055639441943512,0.3163830185587323,0.20202803084318502,0.457565815323398,0.024512118102964716,0.7910398521054723,0.4285714285714286,8,4044,C2,1098
0.08658878103940128,0.24242973086592462,0.1409609719195235,0.011393991207559148,0.4516985986674357,0.545544725589981,0.5149792926227014,8,4299,C2,1099
0.09966108532561706,0.2619951274282984,-0.019235696388042508,0.07850332542697243,0.07060027315165028,0.4660924686531768,0.21276694028802262,10,3876,C3,1000
0.07044317146914218,0.22432083025139632,0.13564666295065902,0.2457374337359584,-0.7527874412722128,0.5592500638011151,0.3939393939393939,10,4920,C3,1001
0.09368593464819223,0.21011854984571815,-0.08694806143538927,0.39205191033668907,0.022352129473267757,0.596324187835682,0.18961042621620655,10,3833,C3,1002
0.11710278205225477,0.30563785508448665,0.036215321843831,0.49521848535609303,0.1015000387789374,0.7460614881547927,0.3292744139923163,10,3832,C3,1003
0.0776230622353769,0.22625346263108717,0.30436397439966767,0.24571257032947338,-0.3654248007105485,0.6314223020736613,0.4977220838251732,11,4076,C3,1004
0.38125672329362315,0.30714611654944524,0.41269847631133655,0.035542006720656875,0.08289888799753724,0.9159051969453064,0.7112494861056756,10,4734,C3,1005
0.10197828586099471,0.290306039149797,0.040523311105818735,0.6541018131157551,-0.07232128929020247,0.6227991553292185,0.1768325556625402,10,4040,C3,1006
0.0542122624252478,0.24676279851231217,0.0926128883716233,0.2595403507549531,0.06907410480688006,0.545544725589981,0.6099375455928333,8,5711,C3,1007
0.07677530790128129,0.22812842015370874,-0.12418135318618456,0.2395348021509158,0.16659840930141523,0.46391528462031495,0.2004561009344103,11,4760,C3,1008
0.16056654330462114,0.26858458002755253,0.26184143087263784,0.32915247638414075,0.6586444222312473,0.7525121326622726,0.7967246167544522,9,5858,C3,1009
0.06486644202617103,0.29122283225485524,-0.03747541492152107,0.4923639216451119,0.06961053209121931,0.6710983239235219,0.26484294368678946,11,3495,C3,1010
0.11262384468115982,0.2792893806334342,-0.03489484983014893,0.38600598502944133,-0.8224578898839158,0.5413071845204606,0.2928895930645031,9,4565,C3,1011
0.030728050436854504,0.23606531471853498,0.24073664321059066,0.24755808639022958,-0.025849306136557247,0.45643546458763845,0.7333333333333334,9,6472,C3,1012
0.18484220588841907,0.3107200544859389,0.16715429508956936,0.2385576752179479,-0.2229564830618153,0.7942364966619164,0.6890371996505876,10,4648,C3,1013
0.1082977696128039,0.21376892353900037,0.021733872483413293,0.09638015674378397,-0.3692575448182978,0.6429139141776441,0.2956506457133364,11,4775,C3,1014
0.03167728164490389,0.2265131749378522,-0.007911333497987873,0.11666614237822963,-0.6359620137290029,0.4670993664969138,0.3006361283785259,10,3978,C3,1015
0.18800333392390828,0.26363013578651456,0.16987212841387672,-0.032556264431239774,0.43049079666424883,0.7531234192521683,0.6097674333191042,10,4774,C3,1016
0.1931268178291485,0.2687801039432558,0.26597397382935345,0.049696628574700114,0.18296765144443497,0.6212247398354255,0.4611920226269954,11,4615,C3,1017
0.046868975068698984,0.17293795912278445,-0.03819141381093827,-0.15440991551111663,-0.5808840727439006,0.5449492609130662,0.146344183996585,10,6406,C3,1018
