M_bin_var_floor,M_bin_var_nz,M_iqr,M_sd,rho_pearson_abs,frac_zero_slope,cond,n_rt
-0.39780219780219783,0.9912087912087912,0.9767735348900167,1.0,0.3437805728359045,-0.39780219780219783,C0u,20892783
-0.432967032967033,0.9956043956043955,0.9668354550447552,0.9736263736263736,0.34744973780768545,-0.432967032967033,C0p,20901788
-0.059340659340659345,0.9076923076923077,0.8404444204751433,1.0,0.2555696676503407,-0.1956043956043956,C2,435291
-0.12637362637362637,1.0,0.9406973454251578,0.9945054945054945,0.2748238407683741,-0.13736263736263735,C3,484512
