check,C2,C3,C2_A4,C3_A4
wealth_persistence_rho,0.23685723363366953,-0.010725762937221925,0.005905651858609877,0.005031269677285028
corr_winit_wt_T1,0.23685723363366953,-0.010725762937221925,0.005905651858609877,0.005031269677285028
corr_winit_wt_T5,0.23685723363366953,-0.010725762937221925,0.005905651858609877,0.005031269677285028
corr_winit_wt_T10,0.23685723363366953,-0.010725762937221925,0.005905651858609877,0.005031269677285028
