kurtosis_excess,acf_absr_1,acf_absr_5,acf_absr_10,acf_absr_20,acf_r_1,hill_alpha_absr,frac_zero_r,n_obs,source,n_seeds
8.614644086902686,0.6632240187900205,0.2390523931952772,0.13516126967278147,0.08929346011753128,-0.7476480067714214,3.0288555386993545,0.004002668445630421,1499.0,C2_sg,6
7.847871820868484,0.6192398225880839,0.19046482119072164,0.11141165410895223,0.04031139994252157,-0.7514775598351625,3.280953372157149,0.002334889926617745,1499.0,C3_sg,6
-0.6780575564592772,0.22269890112191412,0.03861074381210942,0.06847393718166574,0.05311140896552347,-0.625619846062511,13.036081215002579,0.0,1499.0,FCN_only,3
